league,type,dt,home,opp,win,start,cg,sho,sv,svo,ip,ip_f,hit,run,er,hr,hb,bb,ibb,so,np,np_s,era,whip
npb,r,2006-3-30,false,Lotte,-1,true,false,false,false,false,3,0,9,6,6,1,1,2,,4,,,18.00,3.67
npb,r,2005-9-24,false,Orix,1,true,false,false,false,false,7,0,8,1,1,0,0,3,,3,,,3.53,1.54
npb,r,2005-9-18,true,Rakuten,1,true,true,true,false,false,9,0,2,0,0,0,0,2,,6,,,3.71,1.53
npb,r,2005-9-11,true,Orix,-1,true,false,false,false,false,5,1,7,5,5,1,1,2,,0,,,4.14,1.66
npb,r,2005-9-3,false,Lotte,-1,true,false,false,false,false,7,0,9,2,2,1,1,3,,3,,,3.82,1.66
npb,r,2005-8-27,true,SoftBank,0,true,false,false,false,false,5,2,8,4,4,0,1,2,,5,,,3.95,1.65
npb,r,2005-8-19,false,Orix,1,true,false,false,false,false,6,0,5,2,2,0,0,5,,3,,,3.73,1.64
npb,r,2005-8-12,true,SoftBank,-1,true,false,false,false,false,3,0,3,4,4,1,0,6,,6,,,3.81,1.64
npb,r,2005-8-6,true,Seibu,-1,true,true,false,false,false,9,0,11,3,3,0,0,5,,4,,,3.33,1.56
npb,r,2005-7-30,false,Orix,-1,true,false,false,false,false,7,0,6,3,3,0,0,2,,4,,,3.40,1.51
npb,r,2005-7-19,true,Lotte,0,true,false,false,false,false,7,1,9,2,2,0,0,5,,3,,,3.31,1.58
npb,r,2005-7-12,false,SoftBank,0,true,false,false,false,false,6,0,8,5,5,1,0,2,,2,,,3.54,1.50
npb,r,2005-7-4,false,Lotte,0,true,false,false,false,false,7,0,7,2,2,1,0,3,,6,,,2.45,1.45
npb,r,2005-6-27,true,Seibu,1,true,false,false,false,false,7,0,5,2,2,0,0,5,,4,,,2.40,1.47
npb,r,2005-6-15,true,Hiroshima,1,true,false,false,false,false,8,0,9,2,2,2,0,3,,3,,,2.25,1.50
